month,hour,day_type,weather_condition,temperature,location_zone,ride_demand,lag_1,lag_24
7,20,Weekday,Cloudy,26.18171198990587,Industrial,32,10.0,17.0
3,16,Weekend,Clear,18.622268422401554,University,16,32.0,17.0
10,0,Weekend,Cloudy,21.01549473588986,Central,19,16.0,21.0
10,9,Weekend,Clear,21.810479876718066,Industrial,35,19.0,12.0
3,18,Weekend,Clear,19.197022810503913,IT Park,44,35.0,20.0
2,14,Weekday,Cloudy,32.4464530457026,Industrial,15,44.0,9.0
12,9,Weekday,Clear,36.414171507668584,Hospital,34,15.0,50.0
1,18,Weekday,Clear,26.2129389400507,IT Park,35,34.0,38.0
7,11,Weekday,Clear,37.24068248780041,Industrial,21,35.0,29.0
7,23,Weekday,Cloudy,22.69362464032278,Hospital,14,21.0,20.0
12,15,Weekday,Cloudy,25.158589318347268,Hospital,19,14.0,23.0
2,8,Weekday,Clear,21.316213846685706,Hospital,37,19.0,38.0
7,14,Weekday,Clear,31.652302299217972,Suburb,14,37.0,44.0
8,16,Weekday,Clear,27.23713099914675,Airport,22,14.0,22.0
1,13,Weekday,Clear,31.49223363052177,Residential,17,22.0,32.0
9,17,Weekday,Rainy,34.75684791867204,Stadium,50,17.0,16.0
7,1,Weekend,Cloudy,30.005466352724866,Suburb,10,50.0,16.0
3,3,Weekday,Cloudy,31.807867807839333,Airport,26,10.0,31.0
8,17,Weekday,Clear,38.57550691667532,Residential,35,26.0,15.0
7,6,Weekday,Cloudy,24.57941481139455,Stadium,18,35.0,13.0
11,12,Weekday,Cloudy,25.90160664994697,IT Park,17,18.0,43.0
8,14,Weekend,Cloudy,33.78947395760541,University,20,17.0,10.0
6,22,Weekday,Cloudy,31.448721375218508,Suburb,12,20.0,14.0
9,21,Weekend,Cloudy,21.927723899873726,Stadium,15,12.0,10.0
5,0,Weekday,Cloudy,26.275240820230785,Stadium,9,15.0,32.0
3,10,Weekday,Clear,28.29243628874373,Central,43,9.0,16.0
3,9,Weekend,Cloudy,27.226576435304565,IT Park,38,43.0,19.0
1,4,Weekday,Clear,21.922045783084897,Suburb,11,38.0,35.0
12,15,Weekday,Cloudy,38.33746201925377,Hospital,12,11.0,44.0
8,10,Weekday,Cloudy,34.77101275726747,Hospital,30,12.0,15.0
2,20,Weekend,Cloudy,28.589828306372752,Airport,42,30.0,34.0
3,5,Weekend,Clear,32.96134262275041,Stadium,17,42.0,35.0
8,8,Weekday,Clear,37.74021878698148,IT Park,47,17.0,21.0
8,12,Weekend,Clear,20.995831131954567,Industrial,15,47.0,14.0
11,23,Weekend,Cloudy,23.50820711555351,Mall,16,15.0,19.0
4,7,Weekend,Rainy,29.93942743964619,Suburb,25,16.0,37.0
4,13,Weekend,Cloudy,35.57822816975189,Industrial,15,25.0,14.0
5,23,Weekday,Clear,18.797607699713602,Central,22,15.0,22.0
6,0,Weekend,Rainy,39.64839930431993,Stadium,18,22.0,17.0
5,16,Weekday,Rainy,28.007945263412736,University,24,18.0,50.0
7,23,Weekend,Clear,25.903085093677905,Central,16,24.0,10.0
2,4,Weekday,Cloudy,24.43993763247498,Airport,25,16.0,26.0
7,1,Weekday,Cloudy,21.835847568319174,IT Park,18,25.0,35.0
10,23,Weekday,Cloudy,35.414625996460614,Hospital,18,18.0,18.0
7,8,Weekday,Rainy,39.01911162441412,Hospital,51,18.0,17.0
1,3,Weekend,Clear,27.10018460659876,University,19,51.0,20.0
7,16,Weekday,Cloudy,38.95325528457604,Residential,12,19.0,12.0
5,16,Weekday,Cloudy,36.12354753957075,Residential,13,12.0,15.0
3,20,Weekday,Rainy,28.583124804479002,Stadium,50,13.0,9.0
3,17,Weekday,Rainy,32.82857594077492,Hospital,44,50.0,43.0
4,15,Weekday,Rainy,27.569651941750184,Airport,25,44.0,38.0
12,7,Weekend,Clear,30.291914980676154,Hospital,18,25.0,11.0
2,10,Weekday,Cloudy,19.277019414407086,Central,44,18.0,12.0
2,20,Weekday,Clear,33.31779645661173,IT Park,48,44.0,30.0
1,20,Weekend,Clear,19.162142178651006,Suburb,34,48.0,42.0
5,17,Weekday,Clear,35.975868832232294,Hospital,42,34.0,17.0
4,22,Weekend,Cloudy,36.14883244813227,Industrial,14,42.0,47.0
11,23,Weekend,Rainy,23.21570032623672,Mall,32,14.0,15.0
10,9,Weekday,Clear,25.120581182787607,Industrial,36,32.0,16.0
2,12,Weekend,Clear,28.588828328282453,Stadium,17,36.0,25.0
3,16,Weekend,Cloudy,31.126583952514594,Central,17,17.0,15.0
7,17,Weekday,Cloudy,24.32178055832393,Suburb,34,17.0,22.0
7,9,Weekend,Rainy,31.03470090190235,University,55,34.0,18.0
12,15,Weekend,Clear,24.551315611044576,Mall,20,55.0,24.0
4,19,Weekday,Clear,19.220795863563335,Hospital,34,20.0,16.0
5,4,Weekday,Clear,18.055606096301997,Industrial,18,34.0,25.0
5,12,Weekday,Clear,20.22532327420543,Airport,21,18.0,18.0
6,17,Weekday,Clear,35.429515403608406,Stadium,38,21.0,18.0
9,16,Weekend,Clear,39.15148887243342,Airport,22,38.0,51.0
2,8,Weekend,Clear,27.393256384186824,IT Park,50,22.0,19.0
5,13,Weekday,Clear,29.27904697589874,Suburb,9,50.0,12.0
12,16,Weekend,Rainy,21.230659719615375,Stadium,16,9.0,13.0
3,3,Weekday,Clear,30.122689758963453,Stadium,15,16.0,50.0
4,17,Weekend,Clear,21.18240784415349,IT Park,47,15.0,44.0
10,19,Weekday,Rainy,31.44671528637426,Central,40,47.0,25.0
6,23,Weekday,Cloudy,38.53169068677879,University,14,40.0,18.0
12,23,Weekday,Cloudy,22.30536786466687,Mall,21,14.0,44.0
8,14,Weekday,Cloudy,34.820401797256245,Stadium,16,21.0,48.0
1,10,Weekday,Cloudy,18.517053302003127,University,36,16.0,34.0
10,11,Weekday,Rainy,26.26093930907566,Airport,34,36.0,42.0
8,8,Weekday,Cloudy,20.4364671722712,Residential,33,34.0,14.0
11,12,Weekend,Rainy,25.754459715105387,Residential,18,33.0,32.0
7,14,Weekend,Clear,21.817812232055438,Suburb,9,18.0,36.0
1,14,Weekday,Clear,26.212709782703524,Stadium,13,9.0,17.0
2,4,Weekday,Rainy,27.185501734365666,Mall,27,13.0,17.0
3,22,Weekday,Clear,24.613004701180202,Stadium,17,27.0,34.0
1,18,Weekend,Rainy,32.44568288840884,Mall,47,17.0,55.0
9,19,Weekday,Clear,38.21474512769601,University,42,47.0,20.0
8,13,Weekday,Clear,26.813098230315994,Residential,14,42.0,34.0
2,16,Weekday,Rainy,22.231549442450472,Mall,29,14.0,18.0
9,17,Weekday,Clear,23.955900680311633,IT Park,39,29.0,21.0
7,20,Weekday,Rainy,36.788018116920114,Residential,35,39.0,38.0
9,2,Weekend,Rainy,30.576073911943254,Stadium,27,35.0,22.0
6,1,Weekday,Rainy,28.01024271075306,IT Park,21,27.0,50.0
6,0,Weekday,Cloudy,21.292007873196386,Airport,21,21.0,9.0
11,9,Weekday,Cloudy,27.894000783123204,University,45,21.0,16.0
4,18,Weekday,Rainy,24.126824073862508,Suburb,38,45.0,15.0
10,16,Weekday,Cloudy,38.74958881277368,Hospital,10,38.0,47.0
10,11,Weekend,Cloudy,37.44954240714608,Mall,18,10.0,40.0
2,0,Weekday,Rainy,19.845855920220355,Residential,17,18.0,14.0
7,11,Weekday,Cloudy,29.366376763747343,Mall,21,17.0,21.0
5,16,Weekday,Rainy,22.951283601322785,Mall,19,21.0,16.0
11,23,Weekday,Clear,27.03709596953439,Suburb,14,19.0,36.0
6,2,Weekday,Clear,37.29065596153204,Residential,11,14.0,34.0
2,10,Weekday,Clear,29.605319437547983,Industrial,34,11.0,33.0
5,16,Weekday,Clear,25.352736454156716,IT Park,20,34.0,18.0
10,22,Weekend,Cloudy,22.573543790309934,Hospital,16,20.0,9.0
4,2,Weekday,Clear,35.60714690694276,Mall,14,16.0,13.0
9,7,Weekend,Rainy,31.739396338015638,Residential,16,14.0,27.0
6,19,Weekday,Clear,28.297440129377087,Residential,33,16.0,17.0
2,3,Weekend,Clear,22.784655784985517,Mall,13,33.0,47.0
1,20,Weekend,Clear,25.353420231456887,Airport,38,13.0,42.0
5,21,Weekday,Cloudy,39.116555388247406,Residential,14,38.0,14.0
9,6,Weekend,Clear,29.441978627328353,University,16,14.0,29.0
6,13,Weekend,Clear,26.815384187351565,Hospital,19,16.0,39.0
10,13,Weekday,Cloudy,29.471284931663128,Hospital,16,19.0,35.0
12,3,Weekday,Clear,35.13774712979139,Stadium,10,16.0,27.0
7,15,Weekday,Clear,25.482396603063112,Mall,18,10.0,21.0
5,23,Weekday,Cloudy,21.931534660517393,Hospital,11,18.0,21.0
10,21,Weekday,Clear,30.86859460345905,Airport,23,11.0,45.0
6,0,Weekend,Clear,32.63449027658348,Industrial,21,23.0,38.0
5,16,Weekend,Clear,33.67979606508809,Mall,21,21.0,10.0
11,9,Weekday,Clear,37.40372699685486,IT Park,49,21.0,18.0
9,21,Weekend,Cloudy,26.165830655160487,Mall,16,49.0,17.0
6,15,Weekend,Clear,19.65780771703562,Industrial,20,16.0,21.0
11,15,Weekday,Rainy,39.08366883988073,Stadium,22,20.0,19.0
8,7,Weekday,Rainy,27.570262403624454,Central,28,22.0,14.0
2,6,Weekday,Clear,31.71166521280889,Mall,13,28.0,11.0
12,5,Weekday,Rainy,32.65871710882243,University,28,13.0,34.0
9,15,Weekday,Clear,30.023301591426478,Residential,8,28.0,20.0
5,19,Weekday,Clear,22.515665654197942,Suburb,25,8.0,16.0
7,15,Weekend,Clear,34.61314710255511,University,20,25.0,14.0
10,6,Weekday,Clear,35.68254343468979,Industrial,20,20.0,16.0
1,8,Weekend,Cloudy,30.165462892383676,Airport,52,20.0,33.0
10,13,Weekday,Clear,28.748345532866516,IT Park,13,52.0,13.0
5,10,Weekend,Cloudy,20.506640028815678,Industrial,49,13.0,38.0
12,13,Weekday,Cloudy,19.846936552995246,Suburb,11,49.0,14.0
10,6,Weekend,Clear,25.47042660239763,Industrial,16,11.0,16.0
2,0,Weekend,Cloudy,24.838615421382652,Residential,9,16.0,19.0
12,12,Weekend,Rainy,38.98044192119197,Suburb,21,9.0,16.0
6,19,Weekend,Clear,35.23970033375545,Residential,37,21.0,10.0
11,2,Weekend,Clear,32.51833449569932,IT Park,21,37.0,18.0
1,19,Weekday,Clear,29.388257958387314,Hospital,37,21.0,11.0
3,3,Weekday,Clear,21.68208567598633,Suburb,16,37.0,23.0
5,10,Weekday,Clear,39.526046788054245,Central,40,16.0,21.0
4,1,Weekday,Clear,26.25089536128462,Industrial,15,40.0,21.0
3,13,Weekend,Cloudy,20.352363253839385,University,11,15.0,49.0
10,11,Weekday,Cloudy,28.863575705746413,Industrial,21,11.0,16.0
5,16,Weekday,Cloudy,37.22795625548783,IT Park,14,21.0,20.0
11,11,Weekday,Clear,37.52040203910125,IT Park,16,14.0,22.0
8,11,Weekday,Clear,18.24125015324184,Residential,11,16.0,28.0
11,0,Weekday,Clear,37.49850638453079,IT Park,14,11.0,13.0
4,12,Weekend,Clear,23.97265278499689,Suburb,10,14.0,28.0
1,13,Weekend,Rainy,18.857392007305307,University,26,10.0,8.0
11,23,Weekday,Clear,36.651385947983236,IT Park,18,26.0,25.0
7,1,Weekend,Clear,37.005068631740585,Mall,21,18.0,20.0
8,11,Weekday,Clear,31.1170837565317,Mall,17,21.0,20.0
3,20,Weekend,Cloudy,30.637542660519884,Residential,33,17.0,52.0
6,15,Weekend,Cloudy,35.888645997671226,IT Park,14,33.0,13.0
2,3,Weekday,Clear,35.29881015962616,IT Park,17,14.0,49.0
7,7,Weekday,Clear,37.58232041573949,Central,17,17.0,11.0
8,1,Weekend,Clear,30.160443847127475,University,13,17.0,16.0
6,9,Weekday,Cloudy,39.28823604012179,IT Park,34,13.0,9.0
6,8,Weekday,Rainy,39.91523028053345,Central,56,34.0,21.0
5,22,Weekday,Cloudy,20.563981419969917,Residential,9,56.0,37.0
8,14,Weekday,Cloudy,36.689962710190684,Industrial,19,9.0,21.0
1,12,Weekday,Clear,28.996089670468958,Central,20,19.0,37.0
10,22,Weekday,Clear,26.526459442596305,Mall,19,20.0,16.0
4,16,Weekday,Cloudy,31.48759081741973,Mall,13,19.0,40.0
4,15,Weekend,Clear,19.231242259764155,Suburb,14,13.0,15.0
3,1,Weekday,Rainy,29.142144612875757,Central,31,14.0,11.0
3,19,Weekday,Clear,37.15959254058667,University,41,31.0,21.0
4,19,Weekday,Clear,22.696153355057312,Hospital,32,41.0,14.0
11,13,Weekday,Cloudy,27.380577684927353,Industrial,20,32.0,16.0
1,2,Weekday,Clear,38.66857952972726,Stadium,9,20.0,11.0
11,22,Weekday,Clear,27.42840443172534,Residential,8,9.0,14.0
11,11,Weekday,Clear,25.88408791131276,IT Park,20,8.0,10.0
2,7,Weekday,Cloudy,27.691806258714323,Industrial,14,20.0,26.0
9,1,Weekday,Clear,29.42796086338624,Central,17,14.0,18.0
10,3,Weekend,Clear,31.903809570892314,University,16,17.0,21.0
2,13,Weekday,Cloudy,35.615241620168085,Residential,15,16.0,17.0
5,15,Weekday,Clear,27.946248526814912,Suburb,11,15.0,33.0
9,18,Weekday,Rainy,35.98458057198309,Residential,47,11.0,14.0
9,1,Weekday,Clear,29.741854549745774,Industrial,17,47.0,17.0
8,11,Weekday,Cloudy,25.446571228095507,Industrial,17,17.0,17.0
1,13,Weekend,Clear,32.47491821862711,Stadium,15,17.0,13.0
1,5,Weekday,Cloudy,33.78988960435681,Hospital,15,15.0,34.0
9,12,Weekend,Cloudy,30.277077463848727,University,18,15.0,56.0
11,3,Weekday,Rainy,19.245529408963915,Suburb,19,18.0,9.0
8,21,Weekday,Clear,21.737423253538147,Airport,26,19.0,19.0
10,17,Weekday,Clear,24.27654985958502,Residential,35,26.0,20.0
9,11,Weekend,Cloudy,24.217763330932847,Hospital,19,35.0,19.0
7,19,Weekend,Clear,32.81525760543116,University,36,19.0,13.0
3,21,Weekend,Clear,18.403670556819918,Industrial,18,36.0,14.0
3,20,Weekday,Rainy,34.624999095089436,Mall,49,18.0,31.0
2,18,Weekday,Clear,23.83753444575253,University,32,49.0,41.0
5,7,Weekend,Rainy,24.820480616754253,Residential,18,32.0,32.0
12,6,Weekday,Clear,29.614016214766334,University,18,18.0,20.0
12,15,Weekend,Cloudy,22.750363220657064,Stadium,11,18.0,9.0
3,18,Weekday,Cloudy,37.458368898661604,Stadium,33,11.0,8.0
6,5,Weekend,Clear,19.878113145184436,University,13,33.0,20.0
2,19,Weekend,Rainy,27.77641197062343,Stadium,51,13.0,14.0
12,20,Weekday,Clear,36.68728992800758,Hospital,34,51.0,17.0
3,10,Weekday,Rainy,31.548565677267185,Central,51,34.0,16.0
5,4,Weekday,Cloudy,24.431249348537936,Mall,15,51.0,15.0
12,15,Weekend,Clear,27.256724571082138,Residential,14,15.0,11.0
11,6,Weekend,Rainy,33.54727636753532,Residential,16,14.0,47.0
11,4,Weekday,Clear,39.41173635400578,Residential,16,16.0,17.0
1,10,Weekend,Cloudy,37.649051804347536,Mall,37,16.0,17.0
1,14,Weekday,Clear,25.53352178441229,Residential,16,37.0,15.0
10,2,Weekend,Rainy,39.960353344332866,Industrial,24,16.0,15.0
9,4,Weekday,Cloudy,18.077102597683282,Hospital,14,24.0,18.0
7,22,Weekend,Clear,18.60785462778513,Hospital,10,14.0,19.0
1,20,Weekday,Cloudy,36.124491333766265,Residential,35,10.0,26.0
12,4,Weekday,Clear,22.388179110327144,Suburb,11,35.0,35.0
8,8,Weekday,Clear,19.3369239047173,Stadium,39,11.0,19.0
3,14,Weekday,Clear,23.21725761120305,IT Park,20,39.0,36.0
8,2,Weekend,Clear,27.374203387578923,Industrial,14,20.0,18.0
5,5,Weekday,Clear,34.07245794953491,University,13,14.0,49.0
1,16,Weekday,Clear,31.73538158412652,Industrial,14,13.0,32.0
7,20,Weekend,Clear,23.22766678632925,Industrial,43,14.0,18.0
5,7,Weekday,Clear,29.071949858212857,Hospital,17,43.0,18.0
6,20,Weekday,Clear,38.37671031876852,Residential,33,17.0,11.0
6,10,Weekend,Cloudy,35.93017109364267,Stadium,34,33.0,33.0
8,5,Weekday,Cloudy,25.110175266299454,Suburb,12,34.0,13.0
9,7,Weekday,Clear,39.60982034982532,Mall,17,12.0,51.0
2,9,Weekend,Rainy,33.58964880957288,IT Park,51,17.0,34.0
9,23,Weekday,Cloudy,19.3738858246692,Central,24,51.0,51.0
12,2,Weekday,Cloudy,18.773535692350052,University,15,24.0,15.0
11,22,Weekday,Clear,21.70497487822066,Industrial,20,15.0,14.0
10,13,Weekday,Clear,34.01282909710323,Suburb,14,20.0,16.0
9,22,Weekday,Rainy,22.042256368533415,Industrial,30,14.0,16.0
10,13,Weekend,Cloudy,29.252708922594337,Stadium,9,30.0,37.0
10,9,Weekday,Clear,20.051722643978298,Industrial,34,9.0,16.0
7,11,Weekend,Clear,38.25949547226429,Mall,21,34.0,24.0
1,5,Weekend,Cloudy,25.567133498838487,Suburb,12,21.0,14.0
7,11,Weekend,Cloudy,37.97890524433387,Residential,10,12.0,10.0
10,22,Weekday,Rainy,38.78726412203197,Residential,23,10.0,35.0
5,13,Weekend,Clear,18.13483024090098,University,17,23.0,11.0
6,1,Weekday,Clear,28.210974118372107,Hospital,11,17.0,39.0
10,8,Weekday,Clear,18.542433225551644,IT Park,43,11.0,20.0
7,9,Weekday,Clear,37.99124085866393,University,39,43.0,14.0
5,16,Weekday,Clear,29.40496598416067,University,11,39.0,13.0
7,16,Weekday,Rainy,19.64876827936693,Stadium,22,11.0,14.0
9,2,Weekday,Clear,20.42608802208447,Central,24,22.0,43.0
3,18,Weekend,Cloudy,26.43719853884026,Airport,40,24.0,17.0
8,0,Weekend,Clear,38.68515224320357,Central,23,40.0,33.0
2,11,Weekday,Clear,33.24400133449778,Stadium,15,23.0,34.0
11,6,Weekday,Clear,37.087615056160914,Suburb,11,15.0,12.0
7,3,Weekend,Clear,26.06204621947955,Stadium,14,11.0,17.0
2,9,Weekend,Cloudy,18.95070139009996,IT Park,33,14.0,51.0
4,12,Weekday,Clear,39.43498801849711,Stadium,11,33.0,24.0
7,1,Weekday,Clear,18.37780579457213,University,17,11.0,15.0
3,9,Weekend,Clear,38.84833636778396,Central,41,17.0,20.0
2,20,Weekday,Clear,26.110903324681182,Hospital,45,41.0,14.0
11,21,Weekday,Cloudy,18.221988910481393,Hospital,11,45.0,30.0
10,3,Weekend,Clear,33.161459097939186,University,12,11.0,9.0
7,17,Weekday,Cloudy,39.57188668868979,Central,40,12.0,34.0
1,4,Weekday,Cloudy,39.243765902427036,Mall,15,40.0,21.0
8,18,Weekend,Clear,21.540614246453206,Central,38,15.0,12.0
3,1,Weekday,Clear,21.98745173345541,Central,17,38.0,10.0
12,11,Weekend,Cloudy,30.441856121632522,University,15,17.0,23.0
12,16,Weekday,Cloudy,32.02070618142314,Stadium,10,15.0,17.0
2,9,Weekday,Clear,34.26719410064904,Central,34,10.0,11.0
3,1,Weekend,Clear,21.983107930387245,Suburb,15,34.0,43.0
5,5,Weekday,Clear,39.09815590881756,Mall,15,15.0,39.0
11,7,Weekend,Clear,32.052263638363236,Stadium,16,15.0,11.0
8,18,Weekday,Clear,36.63503221515221,Airport,40,16.0,22.0
10,10,Weekend,Clear,29.881445736251777,Mall,32,40.0,24.0
7,11,Weekday,Clear,27.114090646977417,Residential,17,32.0,40.0
7,8,Weekend,Clear,39.49802394508991,Mall,38,17.0,23.0
12,1,Weekday,Clear,30.806670158036393,IT Park,14,38.0,15.0
7,7,Weekday,Rainy,37.07121882158194,University,22,14.0,11.0
8,10,Weekday,Cloudy,38.97243272005838,Mall,35,22.0,14.0
1,20,Weekday,Rainy,32.85780179419051,Suburb,51,35.0,33.0
4,3,Weekend,Clear,30.07665092741085,Residential,10,51.0,11.0
6,9,Weekday,Cloudy,18.077238720034313,Airport,51,10.0,17.0
9,20,Weekday,Clear,18.880432096258133,Airport,42,51.0,41.0
2,19,Weekday,Cloudy,22.41872675312456,Hospital,34,42.0,45.0
1,15,Weekday,Clear,22.092185500831896,Hospital,11,34.0,11.0
10,7,Weekday,Clear,23.6046934943966,Industrial,22,11.0,12.0
12,3,Weekday,Rainy,24.70856202934854,Residential,26,22.0,40.0
2,9,Weekend,Cloudy,25.92144085811602,Suburb,40,26.0,15.0
7,11,Weekend,Rainy,27.251829181515284,University,24,40.0,38.0
3,13,Weekday,Clear,20.17505944603232,Suburb,10,24.0,17.0
10,15,Weekday,Clear,18.931962502961206,Industrial,17,10.0,15.0
2,21,Weekday,Clear,32.82677787960652,Suburb,7,17.0,10.0
11,17,Weekend,Cloudy,29.82136614654771,University,38,7.0,34.0
7,20,Weekday,Cloudy,27.771172448842634,Stadium,36,38.0,15.0
2,21,Weekday,Rainy,31.95767870570375,University,20,36.0,15.0
3,20,Weekday,Clear,36.208946958477895,IT Park,45,20.0,16.0
11,11,Weekend,Cloudy,27.4092440005565,Mall,15,45.0,40.0
7,17,Weekend,Clear,32.10462823114355,Airport,34,15.0,32.0
4,6,Weekend,Clear,38.97858892437349,Central,20,34.0,17.0
1,19,Weekday,Clear,36.471738908954336,Mall,44,20.0,38.0
5,23,Weekend,Clear,27.372017831053007,Residential,9,44.0,14.0
12,22,Weekend,Clear,32.183770431924344,Mall,16,9.0,22.0
9,6,Weekday,Clear,21.895560282150676,Hospital,13,16.0,35.0
8,8,Weekday,Clear,30.33148806769198,Hospital,40,13.0,51.0
12,0,Weekday,Clear,39.589222405045746,Suburb,15,40.0,10.0
9,5,Weekday,Clear,29.402932534455488,Airport,20,15.0,51.0
10,5,Weekday,Clear,38.40804258218324,Central,20,20.0,42.0
9,21,Weekday,Clear,26.961368251071736,Mall,15,20.0,34.0
7,11,Weekday,Rainy,39.974586198061886,Mall,22,15.0,11.0
4,21,Weekday,Rainy,30.74284077500627,Airport,23,22.0,22.0
5,11,Weekday,Clear,18.92991787319056,Residential,13,23.0,26.0
1,9,Weekend,Rainy,30.90860552721054,Hospital,40,13.0,40.0
1,22,Weekday,Cloudy,24.040599304951126,University,19,40.0,24.0
3,5,Weekday,Clear,18.714589084789683,Residential,11,19.0,10.0
8,16,Weekday,Clear,36.05877270328259,IT Park,18,11.0,17.0
2,18,Weekday,Rainy,24.06605201357663,Suburb,32,18.0,7.0
4,17,Weekend,Cloudy,35.52406818902297,Airport,44,32.0,38.0
2,5,Weekday,Cloudy,24.340786825029074,Industrial,21,44.0,36.0
5,23,Weekday,Rainy,22.275179785223035,Residential,18,21.0,20.0
9,18,Weekday,Clear,39.4265826302974,Mall,35,18.0,45.0
1,9,Weekend,Clear,25.95619721061043,Central,39,35.0,15.0
5,23,Weekend,Clear,31.23027665174953,IT Park,21,39.0,34.0
9,7,Weekend,Clear,31.419592841918373,Industrial,23,21.0,20.0
1,20,Weekday,Clear,30.33041660781704,Hospital,41,23.0,44.0
9,23,Weekend,Clear,38.12330635746672,IT Park,15,41.0,9.0
8,5,Weekend,Clear,32.837703570071106,Central,24,15.0,16.0
4,20,Weekday,Clear,26.882126090308464,Airport,42,24.0,13.0
12,6,Weekday,Clear,36.972368459534025,Industrial,16,42.0,40.0
11,23,Weekday,Clear,21.983383780551218,Hospital,19,16.0,15.0
10,0,Weekday,Clear,29.973208667429184,Mall,16,19.0,20.0
5,17,Weekday,Clear,38.91210818276264,University,36,16.0,20.0
5,23,Weekend,Cloudy,31.75874785736908,Central,17,36.0,15.0
11,19,Weekday,Rainy,35.97330591044728,Hospital,46,17.0,22.0
12,11,Weekend,Clear,32.37833596199424,Mall,19,46.0,23.0
6,15,Weekend,Clear,36.46615899783359,Hospital,11,19.0,13.0
7,9,Weekend,Rainy,38.77873335659536,Mall,47,11.0,40.0
8,9,Weekday,Clear,24.00427800572021,Mall,40,47.0,19.0
8,13,Weekend,Cloudy,21.732543787647813,IT Park,21,40.0,11.0
11,19,Weekday,Clear,28.647796507315878,Mall,41,21.0,18.0
2,9,Weekday,Cloudy,33.44097339013275,Stadium,34,41.0,32.0
9,9,Weekday,Rainy,22.998207570008756,Stadium,49,34.0,44.0
7,10,Weekday,Cloudy,18.090231909463675,Suburb,30,49.0,21.0
4,22,Weekday,Clear,25.544572548407515,Central,16,30.0,18.0
4,1,Weekend,Rainy,39.31490538029135,Suburb,24,16.0,35.0
11,19,Weekday,Cloudy,33.28928413332863,Hospital,40,24.0,39.0
8,7,Weekday,Cloudy,26.829159766706926,IT Park,14,40.0,21.0
4,22,Weekday,Clear,22.236674141630488,Stadium,17,14.0,23.0
6,6,Weekday,Cloudy,25.833972822604434,Airport,24,17.0,41.0
5,7,Weekend,Clear,21.736467532627454,Residential,12,24.0,15.0
3,0,Weekend,Clear,20.338728068884933,Residential,15,12.0,24.0
10,20,Weekend,Cloudy,37.94833219659618,Stadium,28,15.0,42.0
11,1,Weekday,Clear,39.94830744426042,Suburb,13,28.0,16.0
2,17,Weekend,Cloudy,21.610517671107388,Mall,38,13.0,19.0
9,14,Weekday,Cloudy,19.199496295322152,University,15,38.0,16.0
10,0,Weekend,Clear,25.25408435721667,Central,18,15.0,36.0
9,4,Weekday,Cloudy,28.156501976751137,Central,19,18.0,17.0
1,1,Weekend,Rainy,22.506067435668797,Industrial,27,19.0,46.0
10,19,Weekday,Clear,24.631348059568285,Mall,32,27.0,19.0
3,2,Weekday,Cloudy,22.41915618521647,Airport,20,32.0,11.0
8,18,Weekday,Clear,35.033732505513925,Central,48,20.0,47.0
6,17,Weekday,Clear,33.67671475143973,IT Park,35,48.0,40.0
5,21,Weekday,Clear,31.9689333467416,Airport,24,35.0,21.0
5,17,Weekend,Clear,26.518792855742504,Mall,38,24.0,41.0
6,13,Weekday,Clear,37.99890070891319,Residential,16,38.0,34.0
7,23,Weekend,Rainy,39.32971591377044,Mall,29,16.0,49.0
1,7,Weekday,Cloudy,21.820064877759066,Residential,12,29.0,30.0
9,11,Weekend,Clear,22.90627811106132,Stadium,15,12.0,16.0
3,20,Weekend,Clear,29.563882616008133,IT Park,32,15.0,24.0
4,9,Weekday,Clear,20.007512524209396,Hospital,31,32.0,40.0
10,22,Weekday,Clear,27.60186477410848,University,17,31.0,14.0
1,19,Weekday,Clear,30.799407825109625,Residential,38,17.0,17.0
11,16,Weekday,Clear,29.485618565021326,Residential,15,38.0,24.0
10,10,Weekday,Clear,25.279988827716572,Residential,32,15.0,12.0
3,1,Weekend,Clear,29.93380773369855,University,20,32.0,15.0
2,3,Weekday,Cloudy,39.09362099369466,Residential,12,20.0,28.0
2,0,Weekday,Cloudy,22.532382894410272,Industrial,18,12.0,13.0
1,14,Weekday,Clear,32.406289884668084,Hospital,17,18.0,38.0
8,12,Weekend,Clear,18.95472727143314,Hospital,10,17.0,15.0
3,7,Weekend,Clear,19.46116089859157,Central,20,10.0,18.0
3,3,Weekday,Rainy,30.140220932918872,Central,26,20.0,19.0
6,9,Weekend,Cloudy,20.30866196721489,Industrial,40,26.0,27.0
8,18,Weekend,Cloudy,18.491629345390862,Industrial,41,40.0,32.0
9,17,Weekday,Rainy,21.773285948256486,Residential,37,41.0,20.0
9,4,Weekday,Clear,30.426681761990636,IT Park,13,37.0,48.0
4,18,Weekday,Rainy,33.473500999416515,Stadium,51,13.0,35.0
5,22,Weekday,Clear,22.45452841111036,Industrial,19,51.0,24.0
2,21,Weekday,Clear,32.70170761857984,Central,24,19.0,38.0
11,15,Weekday,Cloudy,22.014479284183047,IT Park,18,24.0,16.0
9,0,Weekday,Clear,31.49606338588766,University,13,18.0,29.0
8,11,Weekday,Cloudy,27.063112957707574,Airport,22,13.0,12.0
3,23,Weekday,Clear,32.38358920533957,Stadium,18,22.0,15.0
11,1,Weekday,Cloudy,39.89116055454344,Industrial,22,18.0,32.0
12,20,Weekday,Clear,38.63197323511636,Hospital,35,22.0,31.0
